-6.126607425458740153e+00, 1.764511299313616988e+01, 6.095543727848264481e+00
5.602577487105938836e+00, 5.034191864177682163e+00, -1.009193096380517751e+01
2.179934107976293500e+00, 9.876990826774983745e+00, 7.160240508364043244e+00
6.088796254126938479e+00, 1.688915930796869347e+01, -1.150638206574283728e+00
6.436043220497187356e+00, 1.070221351952756583e+00, 1.176708535330394989e+00
-7.987847470746104461e-01, 6.267833471342883378e+00, 7.851932297431588381e+00
-4.803320440086029208e+00, 1.509909498246082826e+01, 7.012414579714888241e+00
-9.058342617753599058e+00, 1.133012467910199383e+01, -3.531859920159087007e+00
-6.357972308605200240e+00, 1.498127863428497264e+01, 5.962114289388669164e+00
2.013176104566352542e+00, 1.872714397229647432e+01, -1.106419632808712272e+01
6.187250622498750019e+00, 7.405874378655487034e-01, 2.339457096230528332e+00
1.180887135525489562e+01, 3.436161378149818812e+00, 5.308193854053820715e+00
4.007481625991113905e-01, 1.152120812477659051e+01, -1.094754131033130840e+01
-6.156633183984110858e+00, 1.449220346401945392e+01, 6.104672310569661420e+00
-8.579574481623069460e+00, 7.162947205533554573e+00, -5.241607321070875791e+00
5.794724151411080548e+00, 1.824589055026368811e+01, -1.462203793102080374e+00
6.294469540392404916e+00, 1.851828937715799483e+01, 1.907471376474444869e+00
1.172192748411634788e+01, 3.993937122763699055e+00, -3.735659513190142889e+00
4.166630904567310445e+00, 1.118757296166785942e+01, 1.324340819165014516e+01
1.359721107927986505e+00, 2.082037023544201659e+01, 7.512640014401808841e+00
2.756540659630523749e+00, 1.174579494797815427e+00, -1.094456683183438095e+01
1.185922603449948376e+01, 1.713593685871630301e+00, 5.141940887490749290e+00
1.104497953782318653e+01, 8.874572632104754888e+00, 7.233554860396684383e+00
6.285612027197959861e+00, 1.067414580246271449e-01, 2.960937445891304032e-02
1.192169150781648135e+01, 1.346752506021435458e+01, 5.367433791473836813e+00
-6.419011911475322130e+00, 3.176366707296113034e+00, 5.915652161177290758e+00
5.290043107302705216e+00, 2.283141233226976485e+00, 1.262729067872851374e+01
-9.306388501827290938e+00, 1.821241201874152793e+01, -2.977146019566052182e+00
2.647306089299129361e+00, 1.701935845489289667e-01, -1.087780115029861605e+01
1.286660672295110608e+00, 1.095444404785956571e+01, 7.584597149501221658e+00
2.079688486062586161e+00, 1.155847704987900748e+01, -1.097965110495611896e+01
1.259455118242389204e+01, 2.494758582695815630e+00, 1.338252867031178850e-01
8.395110119326281151e+00, 1.808699636988682968e+01, -8.338857168535920295e+00
1.444514793087297688e+00, 2.502719734260259177e+00, 1.394476997220954750e+01
8.268883346692248892e+00, 1.730481904631826851e+01, -8.500818740651901351e+00
3.477942513557652937e+00, 4.138477422427221164e+00, 6.498038183035213855e+00
1.113004501420302716e+01, 2.088747953266675950e+01, -4.876863062772957669e+00
-7.871445915733490395e+00, 1.146493672399824071e+01, 4.212038173218597414e+00
1.007353406520817352e+01, 1.713808460356348373e+00, 8.731457023449864963e+00
2.761698205614189217e+00, 1.020459357601978034e+00, 6.948440568364413039e+00
3.093031691273593786e+00, 4.401279439960396722e+00, 6.654650412768727819e+00
1.270410821571549720e+00, 1.325323600118180423e+01, -1.104618003346413602e+01
6.094179738982937522e+00, 1.525668080641468904e+01, 2.649721643858318210e+00
4.345875308610605892e+00, 9.502890049399931982e+00, 5.760302797618303217e+00
-9.343050747878592688e+00, 7.818636357231256717e+00, 7.500890605099048702e-01
-7.713410490595387969e+00, 1.125741617890869506e+01, -6.530470129662796275e+00
6.033461629709015561e+00, 9.372862946878043999e+00, -1.217394930508716833e+00
-6.848203734434449963e+00, 8.423561089525119172e+00, -7.718071607237401821e+00
3.458649175692925404e+00, 1.588340630900097361e+00, -1.070447401725019176e+01
-5.972706355247275667e+00, 1.279468470735154284e+01, 6.260471881666831884e+00
3.003264352636553891e+00, 1.923704063240873552e+01, -1.090207079869906615e+01
-6.078250439854420151e+00, 1.326157244174032179e+01, 6.294045560135641537e+00
-9.223148010828809973e+00, 7.115939369266861547e+00, -3.279485357159935610e+00
-2.331707090462523391e-01, 2.910479664001633715e+00, -1.080663176389526825e+01
-9.436951218106013783e+00, 1.072651983884191296e+01, -1.321777226298036956e+00
6.804345867581497842e+00, 1.352656873214026412e+01, 1.185461457126921481e+01
-7.020914888614201210e+00, 2.026760482166208632e+01, -7.391699108570393584e+00
1.046393772394459099e+01, 1.601302514685428591e+01, 8.087242600482060340e+00
5.881022859668353142e+00, 3.866180226975092449e+00, -1.716715978167770773e+00
5.726304871076824732e+00, 5.009211730228017245e+00, -1.527974893330033224e+00
1.192780841458873908e+01, 2.012432941990858737e+01, -2.959986149935749378e+00
-4.860115584851761206e+00, 1.604211538048849306e+01, 6.890303866673693101e+00
