8.228429240780527065e-01, 1.135491058107753304e+00
1.292525516802891961e+00, 1.600180303827621664e+00
8.698149663530074793e-01, 1.370494159475428964e+00
2.097263834339575084e+00, 1.710771411362903116e+00
2.024974418547731858e+00, 3.001640762559329989e+00
1.799583952149248933e+00, 1.743404239399921618e-01
-2.940904345860986258e-01, 7.976593708546870776e-01
1.988625001696734174e+00, 1.189539002580259464e+00
1.793452752449513632e+00, 1.387595887338874956e+00
9.063358502455169941e-01, 5.170538116157455955e-01
2.188066849548146564e+00, 1.133571408536504954e+00
1.283565501716707802e+00, 1.269816358692310798e+00
1.243104321526504519e+00, -1.124923177977312783e-01
1.355385814887877682e+00, 1.895317234023924380e-01
8.657152506969070238e-01, 7.455379951453124932e-01
-4.611772503716060623e-01, -4.468020142369515391e-01
6.808859829355748960e-01, 6.252773046320569961e-02
1.360733361564548716e+00, 1.313258907815917809e+00
1.850871365288611958e+00, 1.579241658694347850e+00
7.143118124885925457e-01, 6.220720000941151184e-01
1.697702961597309379e+00, 8.164457645769782612e-01
-5.892942392124236317e-01, 1.162527103984461352e+00
1.267781757804941734e+00, 6.502187063264086575e-02
8.793112204506097207e-01, 3.707067040965222882e-01
1.259108028529370094e+00, 9.421768744353962166e-01
1.266010991949842124e+00, 4.112362763257340070e-01
2.084592322139442011e+00, 1.497574224889403283e+00
7.369802618874651268e-01, 1.626435822849839896e+00
2.421335185099324772e-01, 5.423135102170056898e-01
3.596028381162468257e-01, 1.918182573060303486e+00
3.295331457419139465e-01, -6.727494683653711949e-01
1.726241639671980410e-01, 2.122846156479647473e-01
1.340472213550180092e+00, 1.088606287448187437e+00
1.716833660774069958e+00, 1.122660047285872764e+00
5.889406254647078232e-01, -2.598012587094156167e-02
-6.543289561818579347e-01, -1.298883221582798786e+00
7.378728453350702488e-02, -2.258130731125189694e-01
1.733232533595756353e+00, 2.503505033072432440e+00
2.131408980799305297e+00, 1.677356341465831013e+00
4.324064839924003367e-01, 6.228741002663669146e-01
3.193104838687231828e-01, 6.310363063953972063e-01
-4.318013181123059319e-01, -2.294665769599824046e-02
1.580638275341079924e+00, 1.597428121164054415e+00
6.190539645763386556e-01, 3.256956948944526031e-01
-3.018763782309945576e-01, -5.727737548807836365e-01
7.632961490859624387e-01, 1.570887803242977387e+00
5.147454143935226156e-01, 2.609388679128067379e-01
1.915787880134734111e+00, 1.806844532974039463e+00
1.347205665590303525e+00, 1.524555115254448534e+00
1.879509255445608318e-01, 4.874567951916888298e-01
1.345932102661951291e+00, 1.631227786482793540e+00
-2.281333802914480291e-01, 4.312206927370270115e-01
1.727635697688471028e+00, 8.989840222792114810e-01
7.344648495806944677e-01, 7.584252055253879465e-01
1.913585926407725513e+00, 8.344755492826696486e-01
8.140123106017027599e-02, 1.609767851731723098e+00
8.084789496410420551e-01, 7.301379878033307236e-01
1.918697567883210109e+00, 1.747085303024495939e+00
2.684054487686716062e+00, 7.802187755574316874e-01
1.255661270104044380e+00, 7.974410014491718490e-01
4.054887716307754575e-01, 6.699878685615662244e-01
8.296183402954164787e-01, 4.348472483491646612e-01
1.746875951240068670e+00, 2.164338847919881736e+00
5.303795133181484767e-01, 1.357018068306302672e-01
1.807751600766104305e-01, -8.266375717495468844e-01
7.711200954827948095e-01, 2.313756396612760557e+00
7.301995959692935134e-01, 1.346830513801503537e+00
6.415837408185367519e-01, 2.096022670594705595e+00
2.768018307738749906e-01, 1.885543620375172980e-01
-1.062879662418628524e+00, -3.269717658531228199e-01
1.708996838874799362e+00, 1.005486976452557801e+00
1.479920218048792924e+00, 2.050403077299308485e+00
9.195029970869017522e-01, 7.589198006213118131e-01
1.481552293313371349e+00, 2.034498862908022954e+00
7.059964138417207380e-01, 1.028630423562518326e+00
-1.265601752321846352e+00, 4.676676357902765924e-01
1.069629320081353141e+00, 1.674647017435618945e+00
1.776426329864411624e+00, 1.213201081062084130e+00
8.904217741109724527e-01, 1.012400266439243079e+00
8.334172374281512141e-01, 1.091338394427574521e+00
1.190322543329023430e+00, 7.040485064900563472e-01
3.306513850874248650e-01, 1.457513622955464161e+00
1.218491904799131831e+00, 1.169151145628551491e+00
7.955477197383804544e-01, 2.113287185682215963e+00
8.268659828598359240e-01, 8.249395886438666281e-01
1.651496188932707332e-01, 1.376727136496956883e-01
3.117894193608829134e+00, 2.237375244522629369e+00
-1.324577387052272570e-03, 1.023119815692592027e+00
5.815813675941933214e-01, 1.447432625348916257e+00
-1.307643327743357453e-01, 1.130457094836424758e+00
1.997516851774523428e-01, -5.050702251950562882e-01
1.738384411895456338e+00, 1.573868314515187050e+00
1.956455058210050169e+00, 3.010126967547706478e+00
9.013283564948075810e-01, 1.832607593003745095e+00
6.966919008703693628e-01, 1.734315797775247692e+00
-3.889750700505929526e-01, 2.669749917260118011e-01
9.094787358749107931e-01, 1.694565927593736365e+00
-5.913539586578431262e-02, 9.315610390097193161e-01
4.028442836330696775e-01, -7.762481587863607757e-01
1.847027995761692631e+00, 1.591543532875384193e+00
7.904652788977019062e-01, 1.086884246764110440e+00
1.761592228708448893e+00, 1.683562975211522650e+00
1.002520948173232007e+00, 6.842319778096233041e-01
-1.352578273523158181e+00, -1.027581989218212311e+00
1.527692437175460327e+00, 1.558102943598055568e+00
-3.307248108175508960e-02, 1.815376789862800821e+00
1.191213652008238810e+00, 1.654114464827410647e+00
1.637736679668145623e+00, 2.123776682539624705e+00
1.383635249854484384e+00, 1.760440902464873725e+00
2.391120634687294189e+00, 1.204345555779807508e+00
1.557711790209898917e+00, 1.397867168349405276e+00
-7.100552646379432176e-02, 1.394832350374554109e+00
1.860782523460484450e+00, 1.460284633732803039e+00
1.130727665106068036e+00, 2.799361617946337866e+00
3.552518330414846659e-01, 2.150033053340948186e+00
3.645195654092178161e-01, 8.561450731988365925e-01
-2.533989426143090640e-02, 1.539549632658998579e-01
-9.277963024674504844e-01, 1.734103837856691976e-01
1.456424323651573927e-01, 4.842398887756512726e-01
4.191366341910763849e-01, 1.016989699661648539e+00
2.375661887986092680e+00, 7.300627430132212714e-01
1.541797861798279046e+00, 6.858966772227276243e-01
1.030622157779212067e+00, 1.113675254399288717e+00
2.667040183702064748e+00, 2.342524547647816036e+00
1.159738584666162753e+00, 1.638993414111203251e+00
2.232789774300442787e+00, 2.098669282513386136e+00
1.834746603082781924e-02, -2.701027660480568304e-01
1.635554997809133493e+00, 1.839979462826562218e+00
1.508043561669932142e+00, 1.118610568408285655e+00
4.633002674155790590e-01, 9.249797391324938722e-01
-6.138623724134382176e-01, -9.563314569827758849e-01
2.061226567999240533e+00, 3.072237893651254215e+00
9.285174186051796674e-01, 3.712560896446830405e-01
-1.448837308025157089e-01, 6.401229059901878404e-01
2.054746977077276604e+00, 1.774882601970151574e+00
3.774674237389457065e-01, 6.349288480678711988e-01
3.208705728703344917e-01, 1.943017852540957158e+00
-3.194726348974841201e-01, 1.090339303183555097e-01
9.045886005708169142e-01, 9.622907695621936153e-01
1.342577698695486710e+00, 1.890551326692697209e+00
3.337683655913736835e-02, 7.981879278072092632e-01
8.337208385569812030e-01, 6.198745440910540250e-01
1.229950477774957029e+00, 2.115078371135882485e+00
1.109859827159574985e-01, 5.105888489373159311e-01
6.412083228082119390e-01, 1.970289826353398777e+00
2.186228807684106323e-01, 6.231208565199858329e-01
1.948284510233637246e+00, 2.407353883792117344e+00
7.448729236314570734e-01, 1.214398428276159292e+00
1.541588200005789000e-01, 6.504972791433997203e-01
6.885497343081922184e-01, 1.662785247141800316e+00
-3.668253807913002262e-02, -7.637514746973175228e-01
4.131938543505238037e-01, 2.599736770624911042e+00
1.901420347231061569e+00, 3.664228269153380069e-01
5.032168415117250770e-01, 5.676341216358651298e-01
8.786457787110542039e-01, 1.292586925290165389e+00
1.058126470072447090e+00, 1.061041638254305530e+00
2.567680575339839066e-01, 1.079488929649767170e+00
1.247219956895000870e+00, 1.373332869960787406e+00
2.062402857788242727e+00, 1.505067280879964331e+00
-2.657487257369250955e-03, 6.791326316686270292e-01
2.271452520405911280e+00, 1.202266848016423806e+00
1.179732969297216494e+00, 1.335395138226768363e+00
2.180894736001982581e-01, 1.714765072124413203e+00
9.842643449961350210e-01, 1.419996409583078822e+00
1.411169096421150959e+00, 1.365668947281403423e+00
1.453477735458969633e+00, 9.247236682420729714e-01
1.508341675091371403e+00, 1.574817058577264506e+00
1.731421298954084476e+00, 6.902470828709728057e-01
-8.752777317851887506e-01, -1.566119739467136451e+00
-8.925992438311269872e-01, -9.532829733879744083e-02
1.532853308082888111e+00, 2.058062925391429765e+00
2.537687579594388509e+00, 8.533474113060696142e-01
-2.851481884704871739e-01, -5.794562456726266575e-01
-2.825504897857107345e-01, 1.885667729938305115e-01
2.846099724749305615e+00, 2.517686173345389022e+00
3.583367295954286158e-01, 1.376490669204724071e-01
1.350180704655562725e+00, 8.543417358112086468e-01
3.862090662877242231e-01, 5.914514524689400421e-01
1.349632982349407540e+00, 5.775309695704331503e-01
5.978259366234515149e-01, 2.166831533674521637e+00
3.373273554281709607e+00, 2.752966257519503301e+00
1.090043644611558227e+00, 9.999072201145710048e-01
3.630360608327776184e-02, 4.490060076226435326e-01
1.317167766220738612e+00, 1.780759332169887799e+00
3.049072816092299743e+00, 1.741406134343565615e+00
1.297385435338790138e+00, -3.338493101141739583e-01
1.381387323801790856e+00, 1.667425733077004146e+00
-3.280376276247822798e-01, 6.010839270289203284e-02
1.784068377669894678e+00, 1.144889337237953164e-01
